Date,Close,High,Low,Open,Volume
1993-05-04,106.12999725341797,106.12999725341797,106.12999725341797,106.12999725341797,0
1993-05-05,105.0,105.0,105.0,105.0,0
1993-05-06,104.62999725341797,104.62999725341797,104.62999725341797,104.62999725341797,0
1993-05-07,103.55000305175781,103.55000305175781,103.55000305175781,103.55000305175781,0
1993-05-10,103.94000244140625,103.94000244140625,103.94000244140625,103.94000244140625,0
1993-05-11,105.33999633789062,105.33999633789062,105.33999633789062,105.33999633789062,0
1993-05-12,105.01000213623047,105.01000213623047,105.01000213623047,105.01000213623047,0
1993-05-13,102.69000244140625,102.69000244140625,102.69000244140625,102.69000244140625,0
1993-05-14,101.30000305175781,101.30000305175781,101.30000305175781,101.30000305175781,0
1993-05-17,100.80000305175781,100.80000305175781,100.80000305175781,100.80000305175781,0
1993-05-18,100.97000122070312,100.97000122070312,100.97000122070312,100.97000122070312,0
1993-05-19,103.22000122070312,103.22000122070312,103.22000122070312,103.22000122070312,0
1993-05-20,103.79000091552734,103.79000091552734,103.79000091552734,103.79000091552734,0
1993-05-21,102.19999694824219,102.19999694824219,102.19999694824219,102.19999694824219,0
1993-05-24,102.36000061035156,102.36000061035156,102.36000061035156,102.36000061035156,0
1993-05-25,102.77999877929688,102.77999877929688,102.77999877929688,102.77999877929688,0
1993-05-26,105.3499984741211,105.3499984741211,105.3499984741211,105.3499984741211,0
1993-05-27,104.87999725341797,104.87999725341797,104.87999725341797,104.87999725341797,0
1993-05-28,104.05000305175781,104.05000305175781,104.05000305175781,104.05000305175781,0
1993-06-01,104.87000274658203,104.87000274658203,104.87000274658203,104.87000274658203,0
1993-06-02,104.73999786376953,104.73999786376953,104.73999786376953,104.73999786376953,0
1993-06-03,104.33999633789062,104.33999633789062,104.33999633789062,104.33999633789062,0
1993-06-04,103.04000091552734,103.04000091552734,103.04000091552734,103.04000091552734,0
1993-06-07,100.48999786376953,100.48999786376953,100.48999786376953,100.48999786376953,0
1993-06-08,100.20999908447266,100.20999908447266,100.20999908447266,100.20999908447266,0
1993-06-09,101.30000305175781,101.30000305175781,101.30000305175781,101.30000305175781,0
1993-06-10,101.36000061035156,101.36000061035156,101.36000061035156,101.36000061035156,0
1993-06-11,102.81999969482422,102.81999969482422,102.81999969482422,102.81999969482422,0
1993-06-14,103.30999755859375,103.30999755859375,103.30999755859375,103.30999755859375,0
1993-06-15,103.44000244140625,103.44000244140625,103.44000244140625,103.44000244140625,0
1993-06-16,103.48999786376953,103.48999786376953,103.48999786376953,103.48999786376953,0
1993-06-17,104.16000366210938,104.16000366210938,104.16000366210938,104.16000366210938,0
1993-06-18,103.63999938964844,103.63999938964844,103.63999938964844,103.63999938964844,0
1993-06-21,105.01000213623047,105.01000213623047,105.01000213623047,105.01000213623047,0
1993-06-22,106.1500015258789,106.1500015258789,106.1500015258789,106.1500015258789,0
1993-06-23,105.48999786376953,105.48999786376953,105.48999786376953,105.48999786376953,0
1993-06-24,107.19999694824219,107.19999694824219,107.19999694824219,107.19999694824219,0
1993-06-25,107.22000122070312,107.22000122070312,107.22000122070312,107.22000122070312,0
1993-06-28,109.55000305175781,109.55000305175781,109.55000305175781,109.55000305175781,0
1993-06-29,108.73999786376953,108.73999786376953,108.73999786376953,108.73999786376953,0
1993-06-30,109.13999938964844,109.13999938964844,109.13999938964844,109.13999938964844,0
1993-07-01,109.26000213623047,109.26000213623047,109.26000213623047,109.26000213623047,0
1993-07-02,108.29000091552734,108.29000091552734,108.29000091552734,108.29000091552734,0
1993-07-06,108.12999725341797,108.12999725341797,108.12999725341797,108.12999725341797,0
1993-07-07,108.94999694824219,108.94999694824219,108.94999694824219,108.94999694824219,0
1993-07-08,111.06999969482422,111.06999969482422,111.06999969482422,111.06999969482422,0
